BIOGUIDE_ID,OFFICE,YEAR,QUARTER,PROGRAM,DESCRIPTION,YTD,AMOUNT
,INTERPARLIAMENTARY AFFAIRS,2016,2016Q4,SALARIES OFFICERS & EMPLOYEES,SALARIES OFFICERS & EMPLOYEES TOTALS:,76393.4,76393.4
,INTERPARLIAMENTARY AFFAIRS,2016,2016Q4,SALARIES OFFICERS & EMPLOYEES,OFFICE TOTALS:,76393.4,76393.4
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,ATLAS,OTHER SERVICES,329110.81,329110.81
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,ATLAS,ATLAS TOTALS:,329110.81,329110.81
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,HYPERION BUDGET & PLANNING,OTHER SERVICES,153463.29,153463.29
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,HYPERION BUDGET & PLANNING,HYPERION BUDGET & PLANNING TOTALS:,153463.29,153463.29
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,HYPERION BUDGET & PLANNING,OFFICE TOTALS:,482574.1,482574.1
,CLERK OF THE HOUSE,2016,2016Q4,LIMS,OTHER SERVICES,106344.96,106344.96
,CLERK OF THE HOUSE,2016,2016Q4,LIMS,EQUIPMENT,43108.38,43108.38
,CLERK OF THE HOUSE,2016,2016Q4,LIMS,LIMS TOTALS:,149453.34,149453.34
,CLERK OF THE HOUSE,2016,2016Q4,ELECTRONIC VOTING SYSTEM,OTHER SERVICES,-24179.78,-24179.78
,CLERK OF THE HOUSE,2016,2016Q4,ELECTRONIC VOTING SYSTEM,SUPPLIES AND MATERIALS,3258.06,3258.06
,CLERK OF THE HOUSE,2016,2016Q4,ELECTRONIC VOTING SYSTEM,EQUIPMENT,47000,47000
,CLERK OF THE HOUSE,2016,2016Q4,ELECTRONIC VOTING SYSTEM,ELECTRONIC VOTING SYSTEM TOTALS:,26078.28,26078.28
,CLERK OF THE HOUSE,2016,2016Q4,CANNON RENEWAL,OTHER SERVICES,855,855
,CLERK OF THE HOUSE,2016,2016Q4,CANNON RENEWAL,CANNON RENEWAL TOTALS:,855,855
,CLERK OF THE HOUSE,2016,2016Q4,CANNON RENEWAL,OFFICE TOTALS:,176386.62,176386.62
,SERGEANT AT ARMS,2016,2016Q4,SALARIES OFFICERS & EMPLOYEES,RENT COMMUNICATION UTILITIES,13.33,13.33
,SERGEANT AT ARMS,2016,2016Q4,SALARIES OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,19.2,19.2
,SERGEANT AT ARMS,2016,2016Q4,SALARIES OFFICERS & EMPLOYEES,SALARIES OFFICERS & EMPLOYEES TOTALS:,32.53,32.53
,SERGEANT AT ARMS,2016,2016Q4,SALARIES OFFICERS & EMPLOYEES,OFFICE TOTALS:,32.53,32.53
,SERGEANT AT ARMS,2016,2016Q4,NON - PERSONNEL,TRAVEL,4072.74,4072.74
,SERGEANT AT ARMS,2016,2016Q4,NON - PERSONNEL,RENT COMMUNICATION UTILITIES,23123.06,23123.06
,SERGEANT AT ARMS,2016,2016Q4,NON - PERSONNEL,PRINTING AND REPRODUCTION,639.4,639.4
,SERGEANT AT ARMS,2016,2016Q4,NON - PERSONNEL,OTHER SERVICES,30432,30432
,SERGEANT AT ARMS,2016,2016Q4,NON - PERSONNEL,SUPPLIES AND MATERIALS,16001.81,16001.81
,SERGEANT AT ARMS,2016,2016Q4,NON - PERSONNEL,EQUIPMENT,4388.76,4388.76
,SERGEANT AT ARMS,2016,2016Q4,NON - PERSONNEL,NON - PERSONNEL TOTALS:,78657.77,78657.77
,SERGEANT AT ARMS,2016,2016Q4,NON - PERSONNEL,OFFICE TOTALS:,78657.77,78657.77
,EMD,2016,2016Q4,OEPPO,OTHER SERVICES,10317,10317
,EMD,2016,2016Q4,OEPPO,OEPPO TOTALS:,10317,10317
,EMD,2016,2016Q4,OEPPO,OFFICE TOTALS:,10317,10317
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,CONGRESSIONAL TRANSITION,OTHER SERVICES,29553.76,29553.76
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,29553.76,29553.76
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,29553.76,29553.76
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,CONGRESSIONAL TRANSITION,OTHER SERVICES,33569.16,33569.16
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,33569.16,33569.16
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,33569.16,33569.16
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,CONGRESSIONAL TRANSITION,OTHER SERVICES,23735.6,23735.6
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,CONGRESSIONAL TRANSITION,SUPPLIES AND MATERIALS,6732.2,6732.2
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,CONGRESSIONAL TRANSITION,EQUIPMENT,18940.36,18940.36
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,49408.16,49408.16
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,49408.16,49408.16
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,CONGRESSIONAL TRANSITION,OTHER SERVICES,83008.57,83008.57
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,83008.57,83008.57
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,83008.57,83008.57
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,NEW MEMBERS ORIENTATION,TRAVEL,324935.84,324935.84
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,NEW MEMBERS ORIENTATION,RENT COMMUNICATION UTILITIES,46074.58,46074.58
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,NEW MEMBERS ORIENTATION,PRINTING AND REPRODUCTION,801,801
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,NEW MEMBERS ORIENTATION,OTHER SERVICES,4000,4000
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,NEW MEMBERS ORIENTATION,SUPPLIES AND MATERIALS,54833.09,54833.09
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,NEW MEMBERS ORIENTATION,NEW MEMBERS ORIENTATION TOTALS:,430644.51,430644.51
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,NEW MEMBERS ORIENTATION,OFFICE TOTALS:,430644.51,430644.51
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,FEDERAL OFFICE BUILDING 8,RENT COMMUNICATION UTILITIES,2300,2300
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,FEDERAL OFFICE BUILDING 8,FEDERAL OFFICE BUILDING 8 TOTALS:,2300,2300
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,FEDERAL OFFICE BUILDING 8,OFFICE TOTALS:,2300,2300
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,COMMUNICATIONS,EQUIPMENT,13957.26,13957.26
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,COMMUNICATIONS,COMMUNICATIONS TOTALS:,13957.26,13957.26
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,COMMUNICATIONS EQUIPMENT,RENT COMMUNICATION UTILITIES,70834.7,70834.7
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,COMMUNICATIONS EQUIPMENT,OTHER SERVICES,60565.26,60565.26
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,COMMUNICATIONS EQUIPMENT,SUPPLIES AND MATERIALS,3409.04,3409.04
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,COMMUNICATIONS EQUIPMENT,COMMUNICATIONS EQUIPMENT TOTALS:,134809,134809
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,COMMUNICATIONS EQUIPMENT,OFFICE TOTALS:,148766.26,148766.26
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,WOUNDED WARRIOR EXPENSES,TRAVEL,27803.91,27803.91
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,WOUNDED WARRIOR EXPENSES,RENT COMMUNICATION UTILITIES,542.93,542.93
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,WOUNDED WARRIOR EXPENSES,PRINTING AND REPRODUCTION,2223.19,2223.19
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,WOUNDED WARRIOR EXPENSES,OTHER SERVICES,60,60
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,WOUNDED WARRIOR EXPENSES,SUPPLIES AND MATERIALS,160,160
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,WOUNDED WARRIOR EXPENSES,WOUNDED WARRIOR EXPENSES TOTALS:,30790.03,30790.03
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,WOUNDED WARRIOR EXPENSES,PERSONNEL COMPENSATION,212257.51,212257.51
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,WOUNDED WARRIOR EXPENSES,WOUNDED WARRIOR EXPENSES TOTALS:,212257.51,212257.51
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,WOUNDED WARRIOR EXPENSES,OFFICE TOTALS:,243047.54,243047.54
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,ADMIN (COMM ROOM),SUPPLIES AND MATERIALS,9373.61,9373.61
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,ADMIN (COMM ROOM),EQUIPMENT,33710.8,33710.8
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,ADMIN (COMM ROOM),ADMIN (COMM ROOM) TOTALS:,43084.41,43084.41
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,LIFECYCLE (COMM ROOM),SUPPLIES AND MATERIALS,7004.23,7004.23
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,LIFECYCLE (COMM ROOM),EQUIPMENT,44316.06,44316.06
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,LIFECYCLE (COMM ROOM),LIFECYCLE (COMM ROOM) TOTALS:,51320.29,51320.29
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,LIFECYCLE (COMM ROOM),OFFICE TOTALS:,94404.7,94404.7
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,COMMITTEE BROADCAST ROOM,EQUIPMENT,405600,405600
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,COMMITTEE BROADCAST ROOM,COMMITTEE BROADCAST ROOM TOTALS:,405600,405600
,CHIEF ADMIN OFCR OF THE HOUSE,2016,2016Q4,COMMITTEE BROADCAST ROOM,OFFICE TOTALS:,405600,405600
,HON. 8TH DISTRICT OF OHIO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,511.16,0
,HON. 8TH DISTRICT OF OHIO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,265850.28,0
,HON. 8TH DISTRICT OF OHIO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5278.98,0
,HON. 8TH DISTRICT OF OHIO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,48628.66,0
,HON. 8TH DISTRICT OF OHIO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,18.29,0
,HON. 8TH DISTRICT OF OHIO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18720.38,0
,HON. 8TH DISTRICT OF OHIO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5589.98,116.78
,HON. 8TH DISTRICT OF OHIO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3256.73,0
,HON. 8TH DISTRICT OF OHIO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,347854.46,116.78
,HON. 8TH DISTRICT OF OHIO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,347854.46,116.78
A000374,HON. RALPH ABRAHAM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5467.18,1054.09
A000374,HON. RALPH ABRAHAM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,981181.8,324332.7
A000374,HON. RALPH ABRAHAM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,96755.32,23940.92
A000374,HON. RALPH ABRAHAM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,75359.11,19864.96
A000374,HON. RALPH ABRAHAM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,13020.79,1472.99
A000374,HON. RALPH ABRAHAM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,39212.88,9914.18
A000374,HON. RALPH ABRAHAM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,25041.79,12184.05
A000374,HON. RALPH ABRAHAM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1864.8,466.2
A000374,HON. RALPH ABRAHAM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1237903.67,393230.09
A000374,HON. RALPH ABRAHAM,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1237903.67,393230.09
A000370,HON. ALMA S. ADAMS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,16713.93,496.12
A000370,HON. ALMA S. ADAMS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,872044.6,243719.78
A000370,HON. ALMA S. ADAMS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,59876.57,12820.23
A000370,HON. ALMA S. ADAMS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,107122.85,29054.8
A000370,HON. ALMA S. ADAMS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,35698.96,297.5
A000370,HON. ALMA S. ADAMS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23339.71,6155
A000370,HON. ALMA S. ADAMS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,21088.94,14227.31
A000370,HON. ALMA S. ADAMS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6281.07,1570.29
A000370,HON. ALMA S. ADAMS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1142166.63,308341.03
A000370,HON. ALMA S. ADAMS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1142166.63,308341.03
A000055,HON. ROBERT B. ADERHOLT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5897.8,1559.64
A000055,HON. ROBERT B. ADERHOLT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,934424.07,276606.11
A000055,HON. ROBERT B. ADERHOLT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,73699.28,21167.96
A000055,HON. ROBERT B. ADERHOLT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,88645.92,24000.98
A000055,HON. ROBERT B. ADERHOLT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,6713.39,627.11
A000055,HON. ROBERT B. ADERHOLT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27359.95,10172.16
A000055,HON. ROBERT B. ADERHOLT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,21865.23,14906.92
A000055,HON. ROBERT B. ADERHOLT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6741,1685.25
A000055,HON. ROBERT B. ADERHOLT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1165346.64,350726.13
A000055,HON. ROBERT B. ADERHOLT,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1165346.64,350726.13
A000371,HON. PETE AGUILAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,18545.85,571.56
A000371,HON. PETE AGUILAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,865243.8,251651.92
A000371,HON. PETE AGUILAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,79359.39,19976.52
A000371,HON. PETE AGUILAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,107989.28,21506.4
A000371,HON. PETE AGUILAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,41679.77,1619.48
A000371,HON. PETE AGUILAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,29640.44,13086.44
A000371,HON. PETE AGUILAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13367.29,2672.1
A000371,HON. PETE AGUILAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,14532.1,3323.95
A000371,HON. PETE AGUILAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1170357.92,314408.37
A000371,HON. PETE AGUILAR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1170357.92,314408.37
A000372,HON. RICK W. ALLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,38744,-13352.96
A000372,HON. RICK W. ALLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,900063.39,245787.34
A000372,HON. RICK W. ALLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,41856.96,11467.61
A000372,HON. RICK W. ALLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,64534.91,14639.93
A000372,HON. RICK W. ALLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,43607.9,1099.32
A000372,HON. RICK W. ALLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,19887,5355
A000372,HON. RICK W. ALLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,31266.64,25002.53
A000372,HON. RICK W. ALLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,15044.62,10399.32
A000372,HON. RICK W. ALLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1155005.42,300398.09
A000372,HON. RICK W. ALLEN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1155005.42,300398.09
A000367,HON. JUSTIN A. AMASH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1506.73,427.65
A000367,HON. JUSTIN A. AMASH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,970685.6,276794.46
A000367,HON. JUSTIN A. AMASH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,30393.35,8895.48
A000367,HON. JUSTIN A. AMASH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,67265.67,14872.25
A000367,HON. JUSTIN A. AMASH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,357.05,110.65
A000367,HON. JUSTIN A. AMASH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,26620.83,7267.87
A000367,HON. JUSTIN A. AMASH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11465.07,2748.64
A000367,HON. JUSTIN A. AMASH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,18636.07,15068.09
A000367,HON. JUSTIN A. AMASH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1126930.37,326185.09
A000367,HON. JUSTIN A. AMASH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1126930.37,326185.09
A000369,HON. MARK E. AMODEI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1538.75,410.48
A000369,HON. MARK E. AMODEI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,862743.77,279483.31
A000369,HON. MARK E. AMODEI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,72145.89,13923.09
A000369,HON. MARK E. AMODEI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,103219.32,28930.05
A000369,HON. MARK E. AMODEI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2139.33,559.85
A000369,HON. MARK E. AMODEI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,24075,10275
A000369,HON. MARK E. AMODEI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,20088.23,8577.18
A000369,HON. MARK E. AMODEI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4133.94,932.4
A000369,HON. MARK E. AMODEI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1090084.23,343091.36
A000369,HON. MARK E. AMODEI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1090084.23,343091.36
A000373,HON. BRAD ASHFORD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1909.01,807.79
A000373,HON. BRAD ASHFORD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,998573.32,286099.96
A000373,HON. BRAD ASHFORD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,41373.86,16637.76
A000373,HON. BRAD ASHFORD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,59262.58,19018.65
A000373,HON. BRAD ASHFORD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,50055.26,399.01
A000373,HON. BRAD ASHFORD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25797.67,6306.42
A000373,HON. BRAD ASHFORD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13133.52,1690.81
A000373,HON. BRAD ASHFORD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2326.41,707.95
A000373,HON. BRAD ASHFORD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1192431.63,331668.35
A000373,HON. BRAD ASHFORD,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1192431.63,331668.35
B001291,HON. BRIAN BABIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,44363.96,2030.78
B001291,HON. BRIAN BABIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,888201.11,258291.7
B001291,HON. BRIAN BABIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,66373.49,18241.87
B001291,HON. BRIAN BABIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,43759.78,8960.02
B001291,HON. BRIAN BABIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,47705.98,17074.96
B001291,HON. BRIAN BABIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,48507.2,13248.28
B001291,HON. BRIAN BABIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,19577.78,7211.04
B001291,HON. BRIAN BABIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7204.47,1678.89
B001291,HON. BRIAN BABIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1165693.77,326737.54
B001291,HON. BRIAN BABIN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1165693.77,326737.54
B001269,HON. LOU BARLETTA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,11669.96,2716.47
B001269,HON. LOU BARLETTA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,945132.49,276089.8
B001269,HON. LOU BARLETTA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,31287.72,10447.88
B001269,HON. LOU BARLETTA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,98017.31,24204.53
B001269,HON. LOU BARLETTA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4730.05,1833.81
B001269,HON. LOU BARLETTA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,46039.04,11049.74
B001269,HON. LOU BARLETTA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,26969.07,15068.49
B001269,HON. LOU BARLETTA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,16712.23,1170.09
B001269,HON. LOU BARLETTA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1180557.87,342580.81
B001269,HON. LOU BARLETTA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1180557.87,342580.81
B001282,HON. ANDY BARR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,67377.2,1471.44
B001282,HON. ANDY BARR,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,884217.23,276223.85
