BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT,
A000055,HON. ROBERT B. ADERHOLT,2015,2015Q1,EQUIPMENT,"1,685.25","1,685.25",
A000371,HON. PETE AGUILAR,2015,2015Q1,FRANKED MAIL,-108.11,-108.11,
A000371,HON. PETE AGUILAR,2015,2015Q1,PERSONNEL COMPENSATION,"133,936.12","133,936.12",
A000371,HON. PETE AGUILAR,2015,2015Q1,TRAVEL,"19,023.61","19,023.61",
A000371,HON. PETE AGUILAR,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","16,389.06","16,389.06",
A000371,HON. PETE AGUILAR,2015,2015Q1,PRINTING AND REPRODUCTION,"1,752.20","1,752.20",
A000371,HON. PETE AGUILAR,2015,2015Q1,OTHER SERVICES,"7,728.26","7,728.26",
A000371,HON. PETE AGUILAR,2015,2015Q1,SUPPLIES AND MATERIALS,"11,926.93","11,926.93",
A000371,HON. PETE AGUILAR,2015,2015Q1,EQUIPMENT,"1,979.40","1,979.40",
A000372,HON. RICK W. ALLEN,2015,2015Q1,FRANKED MAIL,599.2,599.2,
A000372,HON. RICK W. ALLEN,2015,2015Q1,PERSONNEL COMPENSATION,"184,178.06","184,178.06",
A000372,HON. RICK W. ALLEN,2015,2015Q1,TRAVEL,"14,749.44","14,749.44",
A000372,HON. RICK W. ALLEN,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","10,592.15","10,592.15",
A000372,HON. RICK W. ALLEN,2015,2015Q1,PRINTING AND REPRODUCTION,"2,420.91","2,420.91",
A000372,HON. RICK W. ALLEN,2015,2015Q1,OTHER SERVICES,"9,087.25","9,087.25",
A000372,HON. RICK W. ALLEN,2015,2015Q1,SUPPLIES AND MATERIALS,"13,015.72","13,015.72",
A000372,HON. RICK W. ALLEN,2015,2015Q1,EQUIPMENT,437.1,437.1,
A000367,HON. JUSTIN A. AMASH,2015,2015Q1,FRANKED MAIL,2.85,2.85,
A000367,HON. JUSTIN A. AMASH,2015,2015Q1,PERSONNEL COMPENSATION,"217,996.53","217,996.53",
A000367,HON. JUSTIN A. AMASH,2015,2015Q1,TRAVEL,"5,317.62","5,317.62",
A000367,HON. JUSTIN A. AMASH,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","17,235.04","17,235.04",
A000367,HON. JUSTIN A. AMASH,2015,2015Q1,OTHER SERVICES,"7,178.43","7,178.43",
A000367,HON. JUSTIN A. AMASH,2015,2015Q1,SUPPLIES AND MATERIALS,420.52,420.52,
A000367,HON. JUSTIN A. AMASH,2015,2015Q1,EQUIPMENT,"1,176.00","1,176.00",
A000369,HON. MARK E. AMODEI,2015,2015Q1,FRANKED MAIL,157.07,157.07,
A000369,HON. MARK E. AMODEI,2015,2015Q1,PERSONNEL COMPENSATION,"208,457.83","208,457.83",
A000369,HON. MARK E. AMODEI,2015,2015Q1,TRAVEL,"12,052.58","12,052.58",
A000369,HON. MARK E. AMODEI,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","26,166.42","26,166.42",
A000369,HON. MARK E. AMODEI,2015,2015Q1,PRINTING AND REPRODUCTION,689.57,689.57,
A000369,HON. MARK E. AMODEI,2015,2015Q1,OTHER SERVICES,"18,570.00","18,570.00",
A000369,HON. MARK E. AMODEI,2015,2015Q1,SUPPLIES AND MATERIALS,"3,447.88","3,447.88",
A000369,HON. MARK E. AMODEI,2015,2015Q1,EQUIPMENT,803.88,803.88,
A000373,HON. BRAD ASHFORD,2015,2015Q1,FRANKED MAIL,77.01,77.01,
A000373,HON. BRAD ASHFORD,2015,2015Q1,PERSONNEL COMPENSATION,"202,235.19","202,235.19",
A000373,HON. BRAD ASHFORD,2015,2015Q1,TRAVEL,"4,134.25","4,134.25",
A000373,HON. BRAD ASHFORD,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","8,567.74","8,567.74",
A000373,HON. BRAD ASHFORD,2015,2015Q1,PRINTING AND REPRODUCTION,"4,614.40","4,614.40",
A000373,HON. BRAD ASHFORD,2015,2015Q1,OTHER SERVICES,"16,087.42","16,087.42",
A000373,HON. BRAD ASHFORD,2015,2015Q1,SUPPLIES AND MATERIALS,"14,766.57","14,766.57",
A000373,HON. BRAD ASHFORD,2015,2015Q1,EQUIPMENT,336.9,336.9,
B001291,HON. BRIAN BABIN,2015,2015Q1,FRANKED MAIL,267.84,267.84,
B001291,HON. BRIAN BABIN,2015,2015Q1,PERSONNEL COMPENSATION,"166,281.67","166,281.67",
B001291,HON. BRIAN BABIN,2015,2015Q1,TRAVEL,"10,245.08","10,245.08",
B001291,HON. BRIAN BABIN,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","8,746.87","8,746.87",
B001291,HON. BRIAN BABIN,2015,2015Q1,PRINTING AND REPRODUCTION,"9,357.20","9,357.20",
B001291,HON. BRIAN BABIN,2015,2015Q1,OTHER SERVICES,"9,267.90","9,267.90",
B001291,HON. BRIAN BABIN,2015,2015Q1,SUPPLIES AND MATERIALS,"30,067.29","30,067.29",
B001291,HON. BRIAN BABIN,2015,2015Q1,EQUIPMENT,"1,661.21","1,661.21",
B001269,HON. LOU BARLETTA,2015,2015Q1,FRANKED MAIL,571.91,571.91,
B001269,HON. LOU BARLETTA,2015,2015Q1,PERSONNEL COMPENSATION,"231,366.65","231,366.65",
B001269,HON. LOU BARLETTA,2015,2015Q1,TRAVEL,"8,221.06","8,221.06",
B001269,HON. LOU BARLETTA,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","22,748.98","22,748.98",
B001269,HON. LOU BARLETTA,2015,2015Q1,PRINTING AND REPRODUCTION,404.9,404.9,
B001269,HON. LOU BARLETTA,2015,2015Q1,OTHER SERVICES,"11,028.54","11,028.54",
B001269,HON. LOU BARLETTA,2015,2015Q1,SUPPLIES AND MATERIALS,"2,719.34","2,719.34",
B001269,HON. LOU BARLETTA,2015,2015Q1,EQUIPMENT,"1,170.09","1,170.09",
B001282,HON. ANDY BARR,2015,2015Q1,FRANKED MAIL,538.43,538.43,
B001282,HON. ANDY BARR,2015,2015Q1,PERSONNEL COMPENSATION,"188,998.27","188,998.27",
B001282,HON. ANDY BARR,2015,2015Q1,TRAVEL,"8,226.44","8,226.44",
B001282,HON. ANDY BARR,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","16,205.26","16,205.26",
B001282,HON. ANDY BARR,2015,2015Q1,PRINTING AND REPRODUCTION,"1,801.75","1,801.75",
B001282,HON. ANDY BARR,2015,2015Q1,OTHER SERVICES,"9,253.00","9,253.00",
B001282,HON. ANDY BARR,2015,2015Q1,SUPPLIES AND MATERIALS,"6,459.34","6,459.34",
B001282,HON. ANDY BARR,2015,2015Q1,EQUIPMENT,828,828,
B000213,HON. JOE BARTON,2015,2015Q1,FRANKED MAIL,62.05,62.05,
B000213,HON. JOE BARTON,2015,2015Q1,PERSONNEL COMPENSATION,"192,612.22","192,612.22",
B000213,HON. JOE BARTON,2015,2015Q1,TRAVEL,"10,167.78","10,167.78",
B000213,HON. JOE BARTON,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","18,803.40","18,803.40",
B000213,HON. JOE BARTON,2015,2015Q1,PRINTING AND REPRODUCTION,286.65,286.65,
B000213,HON. JOE BARTON,2015,2015Q1,OTHER SERVICES,"21,173.91","21,173.91",
B000213,HON. JOE BARTON,2015,2015Q1,SUPPLIES AND MATERIALS,"1,758.59","1,758.59",
B000213,HON. JOE BARTON,2015,2015Q1,EQUIPMENT,135,135,
B001270,HON. KAREN BASS,2015,2015Q1,FRANKED MAIL,105.98,105.98,
B001270,HON. KAREN BASS,2015,2015Q1,PERSONNEL COMPENSATION,"226,855.52","226,855.52",
B001270,HON. KAREN BASS,2015,2015Q1,TRAVEL,"9,516.33","9,516.33",
B001270,HON. KAREN BASS,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","35,348.52","35,348.52",
B001270,HON. KAREN BASS,2015,2015Q1,PRINTING AND REPRODUCTION,"2,885.84","2,885.84",
B001270,HON. KAREN BASS,2015,2015Q1,OTHER SERVICES,"7,339.88","7,339.88",
B001270,HON. KAREN BASS,2015,2015Q1,SUPPLIES AND MATERIALS,"7,676.60","7,676.60",
B001270,HON. KAREN BASS,2015,2015Q1,EQUIPMENT,735,735,
B001281,HON. JOYCE BEATTY,2015,2015Q1,FRANKED MAIL,93.02,93.02,
B001281,HON. JOYCE BEATTY,2015,2015Q1,PERSONNEL COMPENSATION,"201,629.06","201,629.06",
B001281,HON. JOYCE BEATTY,2015,2015Q1,TRAVEL,"5,789.68","5,789.68",
B001281,HON. JOYCE BEATTY,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","36,099.29","36,099.29",
B001281,HON. JOYCE BEATTY,2015,2015Q1,PRINTING AND REPRODUCTION,"7,567.51","7,567.51",
B001281,HON. JOYCE BEATTY,2015,2015Q1,OTHER SERVICES,"5,472.48","5,472.48",
B001281,HON. JOYCE BEATTY,2015,2015Q1,SUPPLIES AND MATERIALS,"7,496.46","7,496.46",
B001281,HON. JOYCE BEATTY,2015,2015Q1,EQUIPMENT,421.5,421.5,
B000287,HON. XAVIER BECARRA,2015,2015Q1,FRANKED MAIL,705.13,705.13,
B000287,HON. XAVIER BECARRA,2015,2015Q1,PERSONNEL COMPENSATION,"200,944.71","200,944.71",
B000287,HON. XAVIER BECARRA,2015,2015Q1,TRAVEL,"9,977.11","9,977.11",
B000287,HON. XAVIER BECARRA,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","20,404.52","20,404.52",
B000287,HON. XAVIER BECARRA,2015,2015Q1,PRINTING AND REPRODUCTION,383.32,383.32,
B000287,HON. XAVIER BECARRA,2015,2015Q1,OTHER SERVICES,"11,364.88","11,364.88",
B000287,HON. XAVIER BECARRA,2015,2015Q1,SUPPLIES AND MATERIALS,"2,520.73","2,520.73",
B000287,HON. XAVIER BECARRA,2015,2015Q1,EQUIPMENT,297.3,297.3,
B001271,HON. DAN BENISHEK,2015,2015Q1,FRANKED MAIL,423.03,423.03,
B001271,HON. DAN BENISHEK,2015,2015Q1,PERSONNEL COMPENSATION,"201,308.58","201,308.58",
B001271,HON. DAN BENISHEK,2015,2015Q1,TRAVEL,"13,708.73","13,708.73",
B001271,HON. DAN BENISHEK,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","12,393.06","12,393.06",
B001271,HON. DAN BENISHEK,2015,2015Q1,PRINTING AND REPRODUCTION,592.3,592.3,
B001271,HON. DAN BENISHEK,2015,2015Q1,OTHER SERVICES,"16,540.00","16,540.00",
B001271,HON. DAN BENISHEK,2015,2015Q1,SUPPLIES AND MATERIALS,"3,783.85","3,783.85",
B001271,HON. DAN BENISHEK,2015,2015Q1,EQUIPMENT,"1,095.51","1,095.51",
B001287,HON. AMI BERA,2015,2015Q1,FRANKED MAIL,390.24,390.24,
B001287,HON. AMI BERA,2015,2015Q1,PERSONNEL COMPENSATION,"210,363.91","210,363.91",
B001287,HON. AMI BERA,2015,2015Q1,TRAVEL,"4,294.03","4,294.03",
B001287,HON. AMI BERA,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","33,122.36","33,122.36",
B001287,HON. AMI BERA,2015,2015Q1,PRINTING AND REPRODUCTION,"16,845.95","16,845.95",
B001287,HON. AMI BERA,2015,2015Q1,OTHER SERVICES,"5,392.74","5,392.74",
B001287,HON. AMI BERA,2015,2015Q1,SUPPLIES AND MATERIALS,"1,587.33","1,587.33",
B001287,HON. AMI BERA,2015,2015Q1,EQUIPMENT,"1,155.33","1,155.33",
B001292,HON. DONALD S. BEYER,JR.,2015,2015Q1,FRANKED MAIL,-114.12,-114.12
B001292,HON. DONALD S. BEYER,JR.,2015,2015Q1,PERSONNEL COMPENSATION,"184,881.10","184,881.10"
B001292,HON. DONALD S. BEYER,JR.,2015,2015Q1,TRAVEL,60.66,60.66
B001292,HON. DONALD S. BEYER,JR.,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","18,356.15","18,356.15"
B001292,HON. DONALD S. BEYER,JR.,2015,2015Q1,PRINTING AND REPRODUCTION,"1,707.50","1,707.50"
B001292,HON. DONALD S. BEYER,JR.,2015,2015Q1,OTHER SERVICES,"4,820.00","4,820.00"
B001292,HON. DONALD S. BEYER,JR.,2015,2015Q1,SUPPLIES AND MATERIALS,"7,061.25","7,061.25"
B001292,HON. DONALD S. BEYER,JR.,2015,2015Q1,EQUIPMENT,687.6,687.6
B001257,HON. GUS M. BILIRAKIS,2015,2015Q1,FRANKED MAIL,300.57,300.57,
B001257,HON. GUS M. BILIRAKIS,2015,2015Q1,PERSONNEL COMPENSATION,"197,757.23","197,757.23",
B001257,HON. GUS M. BILIRAKIS,2015,2015Q1,TRAVEL,"10,611.03","10,611.03",
B001257,HON. GUS M. BILIRAKIS,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","20,550.40","20,550.40",
B001257,HON. GUS M. BILIRAKIS,2015,2015Q1,PRINTING AND REPRODUCTION,435,435,
B001257,HON. GUS M. BILIRAKIS,2015,2015Q1,OTHER SERVICES,"13,783.10","13,783.10",
B001257,HON. GUS M. BILIRAKIS,2015,2015Q1,SUPPLIES AND MATERIALS,995.92,995.92,
B001257,HON. GUS M. BILIRAKIS,2015,2015Q1,EQUIPMENT,"1,198.92","1,198.92",
B001293,HON. MIKE BISHOP,2015,2015Q1,FRANKED MAIL,96.69,96.69,
B001293,HON. MIKE BISHOP,2015,2015Q1,PERSONNEL COMPENSATION,"188,141.66","188,141.66",
B001293,HON. MIKE BISHOP,2015,2015Q1,TRAVEL,"7,806.10","7,806.10",
B001293,HON. MIKE BISHOP,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","15,135.95","15,135.95",
B001293,HON. MIKE BISHOP,2015,2015Q1,PRINTING AND REPRODUCTION,"1,860.94","1,860.94",
B001293,HON. MIKE BISHOP,2015,2015Q1,OTHER SERVICES,"10,989.00","10,989.00",
B001293,HON. MIKE BISHOP,2015,2015Q1,SUPPLIES AND MATERIALS,"2,291.39","2,291.39",
B001293,HON. MIKE BISHOP,2015,2015Q1,EQUIPMENT,"1,009.86","1,009.86",
B001250,HON. ROB BISHOP,2015,2015Q1,FRANKED MAIL,-58.99,-58.99,
B001250,HON. ROB BISHOP,2015,2015Q1,PERSONNEL COMPENSATION,"213,493.89","213,493.89",
B001250,HON. ROB BISHOP,2015,2015Q1,TRAVEL,"28,538.94","28,538.94",
B001250,HON. ROB BISHOP,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","10,447.21","10,447.21",
B001250,HON. ROB BISHOP,2015,2015Q1,PRINTING AND REPRODUCTION,233.71,233.71,
B001250,HON. ROB BISHOP,2015,2015Q1,OTHER SERVICES,"9,230.77","9,230.77",
B001250,HON. ROB BISHOP,2015,2015Q1,SUPPLIES AND MATERIALS,"3,211.58","3,211.58",
B001250,HON. ROB BISHOP,2015,2015Q1,EQUIPMENT,"1,014.51","1,014.51",
B000490,HON. SANFORD D. BISHOP,JR.,2015,2015Q1,FRANKED MAIL,211.17,211.17
B000490,HON. SANFORD D. BISHOP,JR.,2015,2015Q1,PERSONNEL COMPENSATION,"221,253.37","221,253.37"
B000490,HON. SANFORD D. BISHOP,JR.,2015,2015Q1,TRAVEL,"14,549.38","14,549.38"
B000490,HON. SANFORD D. BISHOP,JR.,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","26,516.26","26,516.26"
B000490,HON. SANFORD D. BISHOP,JR.,2015,2015Q1,PRINTING AND REPRODUCTION,705.3,705.3
B000490,HON. SANFORD D. BISHOP,JR.,2015,2015Q1,OTHER SERVICES,"5,291.00","5,291.00"
B000490,HON. SANFORD D. BISHOP,JR.,2015,2015Q1,SUPPLIES AND MATERIALS,"6,301.32","6,301.32"
B000490,HON. SANFORD D. BISHOP,JR.,2015,2015Q1,EQUIPMENT,"1,247.73","1,247.73"
B001273,HON. DIANE BLACK,2015,2015Q1,FRANKED MAIL,951.94,951.94,
B001273,HON. DIANE BLACK,2015,2015Q1,PERSONNEL COMPENSATION,"188,178.97","188,178.97",
B001273,HON. DIANE BLACK,2015,2015Q1,TRAVEL,"8,779.11","8,779.11",
B001273,HON. DIANE BLACK,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","14,562.63","14,562.63",
B001273,HON. DIANE BLACK,2015,2015Q1,PRINTING AND REPRODUCTION,233.55,233.55,
B001273,HON. DIANE BLACK,2015,2015Q1,OTHER SERVICES,"10,525.00","10,525.00",
B001273,HON. DIANE BLACK,2015,2015Q1,SUPPLIES AND MATERIALS,"2,293.63","2,293.63",
B001243,HON. MARSHA BLACKBURN,2015,2015Q1,FRANKED MAIL,408.14,408.14,
B001243,HON. MARSHA BLACKBURN,2015,2015Q1,PERSONNEL COMPENSATION,"235,236.20","235,236.20",
B001243,HON. MARSHA BLACKBURN,2015,2015Q1,TRAVEL,"8,502.37","8,502.37",
B001243,HON. MARSHA BLACKBURN,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","22,152.57","22,152.57",
B001243,HON. MARSHA BLACKBURN,2015,2015Q1,PRINTING AND REPRODUCTION,53.72,53.72,
B001243,HON. MARSHA BLACKBURN,2015,2015Q1,OTHER SERVICES,"10,840.00","10,840.00",
B001243,HON. MARSHA BLACKBURN,2015,2015Q1,SUPPLIES AND MATERIALS,"5,294.29","5,294.29",
B001243,HON. MARSHA BLACKBURN,2015,2015Q1,EQUIPMENT,136.14,136.14,
B001294,HON. ROB BLUM,2015,2015Q1,FRANKED MAIL,60.91,60.91,
B001294,HON. ROB BLUM,2015,2015Q1,PERSONNEL COMPENSATION,"116,186.09","116,186.09",
B001294,HON. ROB BLUM,2015,2015Q1,TRAVEL,514.62,514.62,
B001294,HON. ROB BLUM,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","8,377.57","8,377.57",
B001294,HON. ROB BLUM,2015,2015Q1,PRINTING AND REPRODUCTION,245.25,245.25,
B001294,HON. ROB BLUM,2015,2015Q1,OTHER SERVICES,"8,029.95","8,029.95",
B001294,HON. ROB BLUM,2015,2015Q1,SUPPLIES AND MATERIALS,"6,869.45","6,869.45",
B001294,HON. ROB BLUM,2015,2015Q1,EQUIPMENT,"2,746.83","2,746.83",
B000574,HON. EARL BLUMENAUER,2015,2015Q1,FRANKED MAIL,225.55,225.55,
B000574,HON. EARL BLUMENAUER,2015,2015Q1,PERSONNEL COMPENSATION,"231,373.87","231,373.87",
B000574,HON. EARL BLUMENAUER,2015,2015Q1,TRAVEL,"5,641.59","5,641.59",
B000574,HON. EARL BLUMENAUER,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","25,247.83","25,247.83",
B000574,HON. EARL BLUMENAUER,2015,2015Q1,PRINTING AND REPRODUCTION,"1,152.57","1,152.57",
B000574,HON. EARL BLUMENAUER,2015,2015Q1,OTHER SERVICES,"9,848.44","9,848.44",
B000574,HON. EARL BLUMENAUER,2015,2015Q1,SUPPLIES AND MATERIALS,"12,371.25","12,371.25",
B000589,HON. JOHN A. BOEHNER,2015,2015Q1,FRANKED MAIL,171.58,171.58,
B000589,HON. JOHN A. BOEHNER,2015,2015Q1,PERSONNEL COMPENSATION,"219,781.22","219,781.22",
B000589,HON. JOHN A. BOEHNER,2015,2015Q1,TRAVEL,"11,590.79","11,590.79",
B000589,HON. JOHN A. BOEHNER,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","22,303.58","22,303.58",
B000589,HON. JOHN A. BOEHNER,2015,2015Q1,PRINTING AND REPRODUCTION,229.85,229.85,
B000589,HON. JOHN A. BOEHNER,2015,2015Q1,OTHER SERVICES,"6,210.00","6,210.00",
B000589,HON. JOHN A. BOEHNER,2015,2015Q1,SUPPLIES AND MATERIALS,"2,979.04","2,979.04",
B000589,HON. JOHN A. BOEHNER,2015,2015Q1,EQUIPMENT,902.21,902.21,
B001278,HON. SUZANNE BONAMICI,2015,2015Q1,FRANKED MAIL,74.03,74.03,
B001278,HON. SUZANNE BONAMICI,2015,2015Q1,PERSONNEL COMPENSATION,"242,747.20","242,747.20",
B001278,HON. SUZANNE BONAMICI,2015,2015Q1,TRAVEL,"15,499.74","15,499.74",
B001278,HON. SUZANNE BONAMICI,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","20,006.26","20,006.26",
B001278,HON. SUZANNE BONAMICI,2015,2015Q1,PRINTING AND REPRODUCTION,8,8,
B001278,HON. SUZANNE BONAMICI,2015,2015Q1,OTHER SERVICES,"6,155.00","6,155.00",
B001278,HON. SUZANNE BONAMICI,2015,2015Q1,SUPPLIES AND MATERIALS,"1,114.68","1,114.68",
B001278,HON. SUZANNE BONAMICI,2015,2015Q1,EQUIPMENT,"1,065.00","1,065.00",
B001245,HON. MADELEINE Z. BORDALLO,2015,2015Q1,FRANKED MAIL,36.1,36.1,
B001245,HON. MADELEINE Z. BORDALLO,2015,2015Q1,PERSONNEL COMPENSATION,"176,061.07","176,061.07",
B001245,HON. MADELEINE Z. BORDALLO,2015,2015Q1,TRAVEL,"65,779.20","65,779.20",
B001245,HON. MADELEINE Z. BORDALLO,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","26,733.56","26,733.56",
B001245,HON. MADELEINE Z. BORDALLO,2015,2015Q1,PRINTING AND REPRODUCTION,137.45,137.45,
B001245,HON. MADELEINE Z. BORDALLO,2015,2015Q1,OTHER SERVICES,"11,309.96","11,309.96",
B001245,HON. MADELEINE Z. BORDALLO,2015,2015Q1,SUPPLIES AND MATERIALS,"5,352.52","5,352.52",
B001245,HON. MADELEINE Z. BORDALLO,2015,2015Q1,EQUIPMENT,873,873,
B001295,HON. MIKE BOST,2015,2015Q1,FRANKED MAIL,674.63,674.63,
B001295,HON. MIKE BOST,2015,2015Q1,PERSONNEL COMPENSATION,"164,056.30","164,056.30",
B001295,HON. MIKE BOST,2015,2015Q1,TRAVEL,"6,530.94","6,530.94",
B001295,HON. MIKE BOST,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","15,074.30","15,074.30",
B001295,HON. MIKE BOST,2015,2015Q1,PRINTING AND REPRODUCTION,"2,952.87","2,952.87",
B001295,HON. MIKE BOST,2015,2015Q1,OTHER SERVICES,"13,998.00","13,998.00",
B001295,HON. MIKE BOST,2015,2015Q1,SUPPLIES AND MATERIALS,"6,037.18","6,037.18",
B001295,HON. MIKE BOST,2015,2015Q1,EQUIPMENT,"1,511.58","1,511.58",
B001255,HON. CHARLES W. BOUSTANY,JR.,2015,2015Q1,FRANKED MAIL,288.55,288.55
B001255,HON. CHARLES W. BOUSTANY,JR.,2015,2015Q1,PERSONNEL COMPENSATION,"220,628.90","220,628.90"
B001255,HON. CHARLES W. BOUSTANY,JR.,2015,2015Q1,TRAVEL,"10,071.70","10,071.70"
B001255,HON. CHARLES W. BOUSTANY,JR.,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","18,642.71","18,642.71"
B001255,HON. CHARLES W. BOUSTANY,JR.,2015,2015Q1,PRINTING AND REPRODUCTION,380.39,380.39
B001255,HON. CHARLES W. BOUSTANY,JR.,2015,2015Q1,OTHER SERVICES,"9,071.50","9,071.50"
B001255,HON. CHARLES W. BOUSTANY,JR.,2015,2015Q1,SUPPLIES AND MATERIALS,"3,899.44","3,899.44"
B001255,HON. CHARLES W. BOUSTANY,JR.,2015,2015Q1,EQUIPMENT,111.24,111.24
B001296,HON. BRENDAN F. BOYLE,2015,2015Q1,FRANKED MAIL,41.43,41.43,
B001296,HON. BRENDAN F. BOYLE,2015,2015Q1,PERSONNEL COMPENSATION,"169,222.22","169,222.22",
B001296,HON. BRENDAN F. BOYLE,2015,2015Q1,TRAVEL,"3,220.98","3,220.98",
B001296,HON. BRENDAN F. BOYLE,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","16,414.25","16,414.25",
B001296,HON. BRENDAN F. BOYLE,2015,2015Q1,PRINTING AND REPRODUCTION,"2,037.98","2,037.98",
B001296,HON. BRENDAN F. BOYLE,2015,2015Q1,OTHER SERVICES,"10,500.00","10,500.00",
B001296,HON. BRENDAN F. BOYLE,2015,2015Q1,SUPPLIES AND MATERIALS,"5,050.61","5,050.61",
B001296,HON. BRENDAN F. BOYLE,2015,2015Q1,EQUIPMENT,91.61,91.61,
B000755,HON. KEVIN BRADY,2015,2015Q1,FRANKED MAIL,420.67,420.67,
B000755,HON. KEVIN BRADY,2015,2015Q1,PERSONNEL COMPENSATION,"183,361.61","183,361.61",
B000755,HON. KEVIN BRADY,2015,2015Q1,TRAVEL,"17,497.23","17,497.23",
B000755,HON. KEVIN BRADY,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","23,409.90","23,409.90",
B000755,HON. KEVIN BRADY,2015,2015Q1,PRINTING AND REPRODUCTION,78.15,78.15,
B000755,HON. KEVIN BRADY,2015,2015Q1,OTHER SERVICES,"11,286.63","11,286.63",
B000755,HON. KEVIN BRADY,2015,2015Q1,SUPPLIES AND MATERIALS,"3,053.72","3,053.72",
B000755,HON. KEVIN BRADY,2015,2015Q1,EQUIPMENT,572.4,572.4,
B001227,HON. ROBERT A. BRADY,2015,2015Q1,FRANKED MAIL,124.18,124.18,
B001227,HON. ROBERT A. BRADY,2015,2015Q1,PERSONNEL COMPENSATION,"277,898.11","277,898.11",
B001227,HON. ROBERT A. BRADY,2015,2015Q1,TRAVEL,"2,156.42","2,156.42",
B001227,HON. ROBERT A. BRADY,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","23,365.34","23,365.34",
B001227,HON. ROBERT A. BRADY,2015,2015Q1,PRINTING AND REPRODUCTION,279.8,279.8,
B001227,HON. ROBERT A. BRADY,2015,2015Q1,OTHER SERVICES,"10,810.00","10,810.00",
B001227,HON. ROBERT A. BRADY,2015,2015Q1,SUPPLIES AND MATERIALS,"2,590.54","2,590.54",
B001227,HON. ROBERT A. BRADY,2015,2015Q1,EQUIPMENT,"1,413.00","1,413.00",
B001290,HON. DAVE BRAT,2015,2015Q1,FRANKED MAIL,-46.47,-46.47,
B001290,HON. DAVE BRAT,2015,2015Q1,PERSONNEL COMPENSATION,"218,277.73","218,277.73",
B001290,HON. DAVE BRAT,2015,2015Q1,TRAVEL,"2,951.39","2,951.39",
B001290,HON. DAVE BRAT,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","13,488.61","13,488.61",
B001290,HON. DAVE BRAT,2015,2015Q1,PRINTING AND REPRODUCTION,919.74,919.74,
B001290,HON. DAVE BRAT,2015,2015Q1,OTHER SERVICES,"8,580.00","8,580.00",
B001290,HON. DAVE BRAT,2015,2015Q1,SUPPLIES AND MATERIALS,"4,770.10","4,770.10",
B001290,HON. DAVE BRAT,2015,2015Q1,EQUIPMENT,"1,549.26","1,549.26",
B001283,HON. JIM BRIDENSTINE,2015,2015Q1,FRANKED MAIL,209.38,209.38,
B001283,HON. JIM BRIDENSTINE,2015,2015Q1,PERSONNEL COMPENSATION,"238,508.96","238,508.96",
B001283,HON. JIM BRIDENSTINE,2015,2015Q1,TRAVEL,"5,093.62","5,093.62",
B001283,HON. JIM BRIDENSTINE,2015,2015Q1,"RENT, COMMUNICATION, UTILITIES","14,877.28","14,877.28",
B001283,HON. JIM BRIDENSTINE,2015,2015Q1,PRINTING AND REPRODUCTION,"2,552.03","2,552.03",
B001283,HON. JIM BRIDENSTINE,2015,2015Q1,OTHER SERVICES,"5,987.53","5,987.53",
B001283,HON. JIM BRIDENSTINE,2015,2015Q1,SUPPLIES AND MATERIALS,"4,047.01","4,047.01",
B001283,HON. JIM BRIDENSTINE,2015,2015Q1,EQUIPMENT,417,417,
B001274,HON. MO BROOKS,2015,2015Q1,FRANKED MAIL,169.07,169.07,
B001274,HON. MO BROOKS,2015,2015Q1,PERSONNEL COMPENSATION,"207,404.42","207,404.42",
