BIOGUIDE_ID,OFFICE,YEAR,QUARTER,PROGRAM,DESCRIPTION,YTD,AMOUNT
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,2017,2017Q2,BENEFITS AND COMPENSATION,OTHER SERVICES,1980,0
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,2017,2017Q2,BENEFITS AND COMPENSATION,EQUIPMENT,434788.6,215301.22
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,2017,2017Q2,BENEFITS AND COMPENSATION,BENEFITS AND COMPENSATION TOTALS:,436768.6,215301.22
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,2017,2017Q2,ACCESS INFO SYST TECH SERVICES,SUPPLIES AND MATERIALS,207,0
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,2017,2017Q2,ACCESS INFO SYST TECH SERVICES,EQUIPMENT,36842.94,0
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,2017,2017Q2,ACCESS INFO SYST TECH SERVICES,ACCESS INFO SYST TECH SERVICES TOTALS:,37049.94,0
,FISCAL YEAR 2017 CHIEF ADMIN OFCR OF THE HOUSE,2017,2017Q2,ACCESS INFO SYST TECH SERVICES,OFFICE TOTALS:,65572505.56,23495724.51
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,14677269.44,4937810.15
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,TRAVEL,21362.54,13285.56
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,119810.94,45556.18
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,16403.84,5677.91
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,OTHER SERVICES,777235.74,365864.76
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,243616.78,158156.41
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,EQUIPMENT,279659.67,63228.82
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,16135358.95,5589579.79
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,RECEPTIONS,OTHER SERVICES,150,0
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,RECEPTIONS,SUPPLIES AND MATERIALS,1162.2,0
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,RECEPTIONS,RECEPTIONS TOTALS:,1312.2,0
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,FAMILY ROOM,SUPPLIES AND MATERIALS,9299.18,65.16
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,FAMILY ROOM,FAMILY ROOM TOTALS:,9299.18,65.16
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,FAMILY ROOM,OFFICE TOTALS:,16145970.33,5589644.95
,FISCAL YEAR OFFICE OF GENERAL COUNSEL,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,804433.39,270123.22
,FISCAL YEAR OFFICE OF GENERAL COUNSEL,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,TRAVEL,1305.98,273.1
,FISCAL YEAR OFFICE OF GENERAL COUNSEL,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,5906.69,2205.75
,FISCAL YEAR OFFICE OF GENERAL COUNSEL,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,3037.4,921.5
,FISCAL YEAR OFFICE OF GENERAL COUNSEL,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,OTHER SERVICES,61077.19,4933.33
,FISCAL YEAR OFFICE OF GENERAL COUNSEL,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,28023.47,8021.26
,FISCAL YEAR OFFICE OF GENERAL COUNSEL,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,EQUIPMENT,7026.93,1526.2
,FISCAL YEAR OFFICE OF GENERAL COUNSEL,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,910811.05,288004.36
,FISCAL YEAR OFFICE OF GENERAL COUNSEL,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,910811.05,288004.36
,FISCAL YEAR 2017 SERGEANT AT ARMS,2017,2017Q2,PERSONNEL,PERSONNEL COMPENSATION,7127731.51,2412862.39
,FISCAL YEAR 2017 SERGEANT AT ARMS,2017,2017Q2,PERSONNEL,PERSONNEL TOTALS:,7127731.51,2412862.39
,FISCAL YEAR 2017 SERGEANT AT ARMS,2017,2017Q2,RECEPTIONS,OTHER SERVICES,161.9,0
,FISCAL YEAR 2017 SERGEANT AT ARMS,2017,2017Q2,RECEPTIONS,SUPPLIES AND MATERIALS,156.44,0
,FISCAL YEAR 2017 SERGEANT AT ARMS,2017,2017Q2,RECEPTIONS,RECEPTIONS TOTALS:,318.34,0
,FISCAL YEAR 2017 SERGEANT AT ARMS,2017,2017Q2,RECEPTIONS,OFFICE TOTALS:,7128049.85,2412862.39
,FISCAL YEAR OFFICE OF THE PARLIAMENTARIAN,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,959474.94,323824.98
,FISCAL YEAR OFFICE OF THE PARLIAMENTARIAN,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,18029.58,7274.47
,FISCAL YEAR OFFICE OF THE PARLIAMENTARIAN,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,190.3,177.5
,FISCAL YEAR OFFICE OF THE PARLIAMENTARIAN,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,7543.99,4742.97
,FISCAL YEAR OFFICE OF THE PARLIAMENTARIAN,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,EQUIPMENT,16611.97,14259.97
,FISCAL YEAR OFFICE OF THE PARLIAMENTARIAN,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,1001850.78,350279.89
,FISCAL YEAR OFFICE OF THE PARLIAMENTARIAN,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,1001850.78,350279.89
,FISCAL YEAR 2017 COMPILATION OF PRECEDENTS,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,356999.97,120499.98
,FISCAL YEAR 2017 COMPILATION OF PRECEDENTS,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,356999.97,120499.98
,FISCAL YEAR 2017 COMPILATION OF PRECEDENTS,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,356999.97,120499.98
,FISCAL YEAR 2017 TECHNICAL ASSISTANTS,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,348080.31,116026.77
,FISCAL YEAR 2017 TECHNICAL ASSISTANTS,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,348080.31,116026.77
,FISCAL YEAR 2017 TECHNICAL ASSISTANTS,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,348080.31,116026.77
,FISCAL YEAR 2017 FORMER SPEAKER'S STAFF,2017,2017Q2,FORMER SPEAKER BOEHNER,PERSONNEL COMPENSATION,26414.34,0
,FISCAL YEAR 2017 FORMER SPEAKER'S STAFF,2017,2017Q2,FORMER SPEAKER BOEHNER,RENT  COMMUNICATION  UTILITIES,1130.96,-142.98
,FISCAL YEAR 2017 FORMER SPEAKER'S STAFF,2017,2017Q2,FORMER SPEAKER BOEHNER,SUPPLIES AND MATERIALS,98.58,0
,FISCAL YEAR 2017 FORMER SPEAKER'S STAFF,2017,2017Q2,FORMER SPEAKER BOEHNER,FORMER SPEAKER BOEHNER TOTALS:,27643.88,-142.98
,FISCAL YEAR 2017 FORMER SPEAKER'S STAFF,2017,2017Q2,FORMER SPEAKER BOEHNER,OFFICE TOTALS:,27643.88,-142.98
,FISCAL YEAR OFFICE OF INSPECTOR GENERAL,2017,2017Q2,TRAINING  PERSONNEL & DEVELOP,TRAVEL,8668.86,4066.55
,FISCAL YEAR OFFICE OF INSPECTOR GENERAL,2017,2017Q2,TRAINING  PERSONNEL & DEVELOP,OTHER SERVICES,35400.5,17501
,FISCAL YEAR OFFICE OF INSPECTOR GENERAL,2017,2017Q2,TRAINING  PERSONNEL & DEVELOP,TRAINING  PERSONNEL & DEVELOP TOTALS:,44069.36,21567.55
,FISCAL YEAR OFFICE OF INSPECTOR GENERAL,2017,2017Q2,ADMIN AND OPS,PERSONNEL COMPENSATION,277826.32,93232.5
,FISCAL YEAR OFFICE OF INSPECTOR GENERAL,2017,2017Q2,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,28343.28,7103.89
,FISCAL YEAR OFFICE OF INSPECTOR GENERAL,2017,2017Q2,ADMIN AND OPS,PRINTING AND REPRODUCTION,145.28,0
,FISCAL YEAR OFFICE OF INSPECTOR GENERAL,2017,2017Q2,ADMIN AND OPS,OTHER SERVICES,37113,12348
,FISCAL YEAR OFFICE OF INSPECTOR GENERAL,2017,2017Q2,ADMIN AND OPS,SUPPLIES AND MATERIALS,6679.06,2444.56
,FISCAL YEAR OFFICE OF INSPECTOR GENERAL,2017,2017Q2,ADMIN AND OPS,EQUIPMENT,5130,1710
,FISCAL YEAR OFFICE OF INSPECTOR GENERAL,2017,2017Q2,ADMIN AND OPS,ADMIN AND OPS TOTALS:,355236.94,116838.95
,FISCAL YEAR OFFICE OF INSPECTOR GENERAL,2017,2017Q2,AUDIT  ADVISORY  INVESTIGATION,PERSONNEL COMPENSATION,2183919.14,747532.61
,FISCAL YEAR OFFICE OF INSPECTOR GENERAL,2017,2017Q2,AUDIT  ADVISORY  INVESTIGATION,TRAVEL,270.54,20
,FISCAL YEAR OFFICE OF INSPECTOR GENERAL,2017,2017Q2,AUDIT  ADVISORY  INVESTIGATION,RENT  COMMUNICATION  UTILITIES,340,340
,FISCAL YEAR OFFICE OF INSPECTOR GENERAL,2017,2017Q2,AUDIT  ADVISORY  INVESTIGATION,OTHER SERVICES,1329,0
,FISCAL YEAR OFFICE OF INSPECTOR GENERAL,2017,2017Q2,AUDIT  ADVISORY  INVESTIGATION,SUPPLIES AND MATERIALS,8151.34,341.43
,FISCAL YEAR OFFICE OF INSPECTOR GENERAL,2017,2017Q2,AUDIT  ADVISORY  INVESTIGATION,EQUIPMENT,20443.85,18980
,FISCAL YEAR OFFICE OF INSPECTOR GENERAL,2017,2017Q2,AUDIT  ADVISORY  INVESTIGATION,AUDIT  ADVISORY  INVESTIGATION TOTALS:,2214453.87,767214.04
,FISCAL YEAR OFFICE OF INSPECTOR GENERAL,2017,2017Q2,AUDIT  ADVISORY  INVESTIGATION,OFFICE TOTALS:,2613760.17,905620.54
,FISCAL YEAR 2017 LAW REVISION COUNSEL,2017,2017Q2,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,4454.86,1647.16
,FISCAL YEAR 2017 LAW REVISION COUNSEL,2017,2017Q2,ADMIN AND OPS,OTHER SERVICES,64895,34188
,FISCAL YEAR 2017 LAW REVISION COUNSEL,2017,2017Q2,ADMIN AND OPS,SUPPLIES AND MATERIALS,28663.88,17570.99
,FISCAL YEAR 2017 LAW REVISION COUNSEL,2017,2017Q2,ADMIN AND OPS,EQUIPMENT,52222.02,41108.02
,FISCAL YEAR 2017 LAW REVISION COUNSEL,2017,2017Q2,ADMIN AND OPS,ADMIN AND OPS TOTALS:,150235.76,94514.17
,FISCAL YEAR 2017 LAW REVISION COUNSEL,2017,2017Q2,USC CODIFICATION & MAINTENANCE,PERSONNEL COMPENSATION,1558097.44,527588.04
,FISCAL YEAR 2017 LAW REVISION COUNSEL,2017,2017Q2,USC CODIFICATION & MAINTENANCE,USC CODIFICATION & MAINTENANCE TOTALS:,1558097.44,527588.04
,FISCAL YEAR 2017 LAW REVISION COUNSEL,2017,2017Q2,USC CODIFICATION & MAINTENANCE,OFFICE TOTALS:,1708333.2,622102.21
,FISCAL YEAR 2017 LEGISLATIVE COUNSEL,2017,2017Q2,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,25308.93,9211.89
,FISCAL YEAR 2017 LEGISLATIVE COUNSEL,2017,2017Q2,ADMIN AND OPS,PRINTING AND REPRODUCTION,459.4,459.4
,FISCAL YEAR 2017 LEGISLATIVE COUNSEL,2017,2017Q2,ADMIN AND OPS,OTHER SERVICES,10586.64,3969.99
,FISCAL YEAR 2017 LEGISLATIVE COUNSEL,2017,2017Q2,ADMIN AND OPS,SUPPLIES AND MATERIALS,5863.82,2229.82
,FISCAL YEAR 2017 LEGISLATIVE COUNSEL,2017,2017Q2,ADMIN AND OPS,EQUIPMENT,15345.03,3377.24
,FISCAL YEAR 2017 LEGISLATIVE COUNSEL,2017,2017Q2,ADMIN AND OPS,ADMIN AND OPS TOTALS:,57563.82,19248.34
,FISCAL YEAR 2017 LEGISLATIVE COUNSEL,2017,2017Q2,DRAFTING LEGISLATION,PERSONNEL COMPENSATION,6218327.59,2054803.66
,FISCAL YEAR 2017 LEGISLATIVE COUNSEL,2017,2017Q2,DRAFTING LEGISLATION,DRAFTING LEGISLATION TOTALS:,6218327.59,2054803.66
,FISCAL YEAR 2017 LEGISLATIVE COUNSEL,2017,2017Q2,DRAFTING LEGISLATION,OFFICE TOTALS:,6275891.41,2074052
,FISCAL YEAR 2017 INTERPARLIAMENTARY AFFAIRS,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,216875,73125
,FISCAL YEAR 2017 INTERPARLIAMENTARY AFFAIRS,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,3283.47,1304.28
,FISCAL YEAR 2017 INTERPARLIAMENTARY AFFAIRS,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,340.7,40.7
,FISCAL YEAR 2017 INTERPARLIAMENTARY AFFAIRS,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,27622.31,27622.31
,FISCAL YEAR 2017 INTERPARLIAMENTARY AFFAIRS,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,EQUIPMENT,1710,570
,FISCAL YEAR 2017 INTERPARLIAMENTARY AFFAIRS,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,249831.48,102662.29
,FISCAL YEAR 2017 INTERPARLIAMENTARY AFFAIRS,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,249831.48,102662.29
,FISCAL YEAR 2017 CAO ADVANCED BUSINESS SOLUTION,2017,2017Q2,ATLAS,OTHER SERVICES,899779.96,335048.89
,FISCAL YEAR 2017 CAO ADVANCED BUSINESS SOLUTION,2017,2017Q2,ATLAS,ATLAS TOTALS:,899779.96,335048.89
,FISCAL YEAR 2017 CAO ADVANCED BUSINESS SOLUTION,2017,2017Q2,HYPERION BUDGET & PLANNING,OTHER SERVICES,413883.65,111329.35
,FISCAL YEAR 2017 CAO ADVANCED BUSINESS SOLUTION,2017,2017Q2,HYPERION BUDGET & PLANNING,HYPERION BUDGET & PLANNING TOTALS:,413883.65,111329.35
,FISCAL YEAR 2017 CAO ADVANCED BUSINESS SOLUTION,2017,2017Q2,HYPERION BUDGET & PLANNING,OFFICE TOTALS:,1313663.61,446378.24
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,LIMS,OTHER SERVICES,296609.96,114360
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,LIMS,EQUIPMENT,107966.44,64858.06
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,LIMS,LIMS TOTALS:,404576.4,179218.06
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,ELECTRONIC VOTING SYSTEM,OTHER SERVICES,-24179.78,0
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,ELECTRONIC VOTING SYSTEM,SUPPLIES AND MATERIALS,20814.06,0
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,ELECTRONIC VOTING SYSTEM,EQUIPMENT,157737.06,100.06
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,ELECTRONIC VOTING SYSTEM,ELECTRONIC VOTING SYSTEM TOTALS:,154371.34,100.06
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,CANNON RENEWAL,TRANSPORTATION OF THINGS,16684,0
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,CANNON RENEWAL,OTHER SERVICES,855,0
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,CANNON RENEWAL,CANNON RENEWAL TOTALS:,17539,0
,FISCAL YEAR 2017 CLERK OF THE HOUSE,2017,2017Q2,CANNON RENEWAL,OFFICE TOTALS:,576486.74,179318.12
,FISCAL YEAR 2017 SERGEANT AT ARMS,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,13.33,0
,FISCAL YEAR 2017 SERGEANT AT ARMS,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,19.2,0
,FISCAL YEAR 2017 SERGEANT AT ARMS,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,32.53,0
,FISCAL YEAR 2017 SERGEANT AT ARMS,2017,2017Q2,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,32.53,0
,FISCAL YEAR 2017 SERGEANT AT ARMS,2017,2017Q2,NON - PERSONNEL,TRAVEL,28203.3,6600.52
,FISCAL YEAR 2017 SERGEANT AT ARMS,2017,2017Q2,NON - PERSONNEL,RENT  COMMUNICATION  UTILITIES,94317.12,36390.88
,FISCAL YEAR 2017 SERGEANT AT ARMS,2017,2017Q2,NON - PERSONNEL,PRINTING AND REPRODUCTION,1691.86,449.65
,FISCAL YEAR 2017 SERGEANT AT ARMS,2017,2017Q2,NON - PERSONNEL,OTHER SERVICES,374222.71,298919.04
,FISCAL YEAR 2017 SERGEANT AT ARMS,2017,2017Q2,NON - PERSONNEL,SUPPLIES AND MATERIALS,44077.34,15113.18
,FISCAL YEAR 2017 SERGEANT AT ARMS,2017,2017Q2,NON - PERSONNEL,EQUIPMENT,92438.25,41194.95
,FISCAL YEAR 2017 SERGEANT AT ARMS,2017,2017Q2,NON - PERSONNEL,NON - PERSONNEL TOTALS:,634950.58,398668.22
,FISCAL YEAR 2017 SERGEANT AT ARMS,2017,2017Q2,NON - PERSONNEL,OFFICE TOTALS:,634950.58,398668.22
,FISCAL YEAR 2017 EMD,2017,2017Q2,OEPPO,OTHER SERVICES,680013.33,101439.12
,FISCAL YEAR 2017 EMD,2017,2017Q2,OEPPO,OEPPO TOTALS:,680013.33,101439.12
,FISCAL YEAR 2017 EMD,2017,2017Q2,OEPPO,OFFICE TOTALS:,680013.33,101439.12
,FISCAL YEAR 2017 CAO IMMEDIATE OFFICE,2017,2017Q2,CONGRESSIONAL TRANSITION,OTHER SERVICES,103253.79,37734.43
,FISCAL YEAR 2017 CAO IMMEDIATE OFFICE,2017,2017Q2,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,103253.79,37734.43
,FISCAL YEAR 2017 CAO IMMEDIATE OFFICE,2017,2017Q2,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,103253.79,37734.43
,FISCAL YEAR 2017 HIR IMMEDIATE OFFICE,2017,2017Q2,CONGRESSIONAL TRANSITION,OTHER SERVICES,108780,39160.8
,FISCAL YEAR 2017 HIR IMMEDIATE OFFICE,2017,2017Q2,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,108780,39160.8
,FISCAL YEAR 2017 HIR IMMEDIATE OFFICE,2017,2017Q2,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,108780,39160.8
,FISCAL YEAR 2017 LGTCS & SUPP IMMEDIATE OFFICE,2017,2017Q2,CONGRESSIONAL TRANSITION,OTHER SERVICES,83922.94,27041.86
,FISCAL YEAR 2017 LGTCS & SUPP IMMEDIATE OFFICE,2017,2017Q2,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,83922.94,27041.86
,FISCAL YEAR 2017 LGTCS & SUPP IMMEDIATE OFFICE,2017,2017Q2,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,83922.94,27041.86
,FISCAL YEAR 2017 FURNISHINGS,2017,2017Q2,CONGRESSIONAL TRANSITION,RENT  COMMUNICATION  UTILITIES,50329,0
,FISCAL YEAR 2017 FURNISHINGS,2017,2017Q2,CONGRESSIONAL TRANSITION,OTHER SERVICES,223270.92,57018.14
,FISCAL YEAR 2017 FURNISHINGS,2017,2017Q2,CONGRESSIONAL TRANSITION,SUPPLIES AND MATERIALS,22793.98,971.74
,FISCAL YEAR 2017 FURNISHINGS,2017,2017Q2,CONGRESSIONAL TRANSITION,EQUIPMENT,422511.97,65145.49
,FISCAL YEAR 2017 FURNISHINGS,2017,2017Q2,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,718905.87,123135.37
,FISCAL YEAR 2017 FURNISHINGS,2017,2017Q2,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,718905.87,123135.37
,FISCAL YEAR 2017 PAYROLL AND BENEFITS,2017,2017Q2,CONGRESSIONAL TRANSITION,OTHER SERVICES,279027.17,56492.21
,FISCAL YEAR 2017 PAYROLL AND BENEFITS,2017,2017Q2,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,279027.17,56492.21
,FISCAL YEAR 2017 PAYROLL AND BENEFITS,2017,2017Q2,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,279027.17,56492.21
,FISCAL YEAR 2017 NEW MEMBER ORIENTATION,2017,2017Q2,NEW MEMBERS ORIENTATION,TRAVEL,359475.64,2817.26
,FISCAL YEAR 2017 NEW MEMBER ORIENTATION,2017,2017Q2,NEW MEMBERS ORIENTATION,RENT  COMMUNICATION  UTILITIES,49736.09,0
,FISCAL YEAR 2017 NEW MEMBER ORIENTATION,2017,2017Q2,NEW MEMBERS ORIENTATION,PRINTING AND REPRODUCTION,801,0
,FISCAL YEAR 2017 NEW MEMBER ORIENTATION,2017,2017Q2,NEW MEMBERS ORIENTATION,OTHER SERVICES,4000,0
,FISCAL YEAR 2017 NEW MEMBER ORIENTATION,2017,2017Q2,NEW MEMBERS ORIENTATION,SUPPLIES AND MATERIALS,88089.59,-1082.8
,FISCAL YEAR 2017 NEW MEMBER ORIENTATION,2017,2017Q2,NEW MEMBERS ORIENTATION,NEW MEMBERS ORIENTATION TOTALS:,502102.32,1734.46
,FISCAL YEAR 2017 NEW MEMBER ORIENTATION,2017,2017Q2,NEW MEMBERS ORIENTATION,OFFICE TOTALS:,502102.32,1734.46
,FISCAL YEAR 2017 TECHNOLOGY INFRASTRUCTURE,2017,2017Q2,FEDERAL OFFICE BUILDING 8,RENT  COMMUNICATION  UTILITIES,2695.28,0
,FISCAL YEAR 2017 TECHNOLOGY INFRASTRUCTURE,2017,2017Q2,FEDERAL OFFICE BUILDING 8,FEDERAL OFFICE BUILDING 8 TOTALS:,2695.28,0
,FISCAL YEAR 2017 TECHNOLOGY INFRASTRUCTURE,2017,2017Q2,FEDERAL OFFICE BUILDING 8,OFFICE TOTALS:,2695.28,0
,FISCAL YEAR 2017 TECHNOLOGY INFRASTRUCTURE,2017,2017Q2,CANNON RENEWAL,EQUIPMENT,12417.78,12417.78
,FISCAL YEAR 2017 TECHNOLOGY INFRASTRUCTURE,2017,2017Q2,CANNON RENEWAL,CANNON RENEWAL TOTALS:,12417.78,12417.78
,FISCAL YEAR 2017 TECHNOLOGY INFRASTRUCTURE,2017,2017Q2,CANNON RENEWAL,OFFICE TOTALS:,12417.78,12417.78
,FISCAL YEAR 2017 LGTCS & SUPP IMMEDIATE OFFICE,2017,2017Q2,CANNON RENEWAL,OTHER SERVICES,139807.06,66966.81
,FISCAL YEAR 2017 LGTCS & SUPP IMMEDIATE OFFICE,2017,2017Q2,CANNON RENEWAL,CANNON RENEWAL TOTALS:,139807.06,66966.81
,FISCAL YEAR 2017 LGTCS & SUPP IMMEDIATE OFFICE,2017,2017Q2,CANNON RENEWAL,OFFICE TOTALS:,139807.06,66966.81
,FISCAL YEAR 2017 LIFE CYCLE REPLACEMENT,2017,2017Q2,PROJECT MANAGEMENT,OTHER SERVICES,39235.35,0
,FISCAL YEAR 2017 LIFE CYCLE REPLACEMENT,2017,2017Q2,PROJECT MANAGEMENT,PROJECT MANAGEMENT TOTALS:,39235.35,0
,FISCAL YEAR 2017 LIFE CYCLE REPLACEMENT,2017,2017Q2,COMMUNICATIONS SERVICES,EQUIPMENT,239361,239361
,FISCAL YEAR 2017 LIFE CYCLE REPLACEMENT,2017,2017Q2,COMMUNICATIONS SERVICES,COMMUNICATIONS SERVICES TOTALS:,239361,239361
,FISCAL YEAR 2017 LIFE CYCLE REPLACEMENT,2017,2017Q2,COMMUNICATIONS,EQUIPMENT,113584.76,0
,FISCAL YEAR 2017 LIFE CYCLE REPLACEMENT,2017,2017Q2,COMMUNICATIONS,COMMUNICATIONS TOTALS:,113584.76,0
,FISCAL YEAR 2017 LIFE CYCLE REPLACEMENT,2017,2017Q2,COMMUNICATIONS EQUIPMENT,RENT  COMMUNICATION  UTILITIES,203834,0
,FISCAL YEAR 2017 LIFE CYCLE REPLACEMENT,2017,2017Q2,COMMUNICATIONS EQUIPMENT,OTHER SERVICES,217689.85,43836.8
,FISCAL YEAR 2017 LIFE CYCLE REPLACEMENT,2017,2017Q2,COMMUNICATIONS EQUIPMENT,SUPPLIES AND MATERIALS,3409.04,0
,FISCAL YEAR 2017 LIFE CYCLE REPLACEMENT,2017,2017Q2,COMMUNICATIONS EQUIPMENT,EQUIPMENT,498581,348236
,FISCAL YEAR 2017 LIFE CYCLE REPLACEMENT,2017,2017Q2,COMMUNICATIONS EQUIPMENT,COMMUNICATIONS EQUIPMENT TOTALS:,923513.89,392072.8
,FISCAL YEAR 2017 LIFE CYCLE REPLACEMENT,2017,2017Q2,GENERAL EXPENSES,OTHER SERVICES,103206,103206
,FISCAL YEAR 2017 LIFE CYCLE REPLACEMENT,2017,2017Q2,GENERAL EXPENSES,SUPPLIES AND MATERIALS,2780,2780
,FISCAL YEAR 2017 LIFE CYCLE REPLACEMENT,2017,2017Q2,GENERAL EXPENSES,EQUIPMENT,57720,57720
,FISCAL YEAR 2017 LIFE CYCLE REPLACEMENT,2017,2017Q2,GENERAL EXPENSES,GENERAL EXPENSES TOTALS:,163706,163706
