BIOGUIDE_ID,OFFICE,YEAR,QUARTER,PROGRAM,DESCRIPTION,YTD,AMOUNT
,OFFICE OF INSPECTOR GENERAL,2017,2017Q1,ADMIN AND OPS,PERSONNEL COMPENSATION,184593.82,93232.5
,OFFICE OF INSPECTOR GENERAL,2017,2017Q1,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,21239.39,8085.77
,OFFICE OF INSPECTOR GENERAL,2017,2017Q1,ADMIN AND OPS,PRINTING AND REPRODUCTION,145.28,45.43
,OFFICE OF INSPECTOR GENERAL,2017,2017Q1,ADMIN AND OPS,OTHER SERVICES,24765,12423
,OFFICE OF INSPECTOR GENERAL,2017,2017Q1,ADMIN AND OPS,SUPPLIES AND MATERIALS,4234.5,2200.75
,OFFICE OF INSPECTOR GENERAL,2017,2017Q1,ADMIN AND OPS,EQUIPMENT,3420,1710
,OFFICE OF INSPECTOR GENERAL,2017,2017Q1,ADMIN AND OPS,ADMIN AND OPS TOTALS:,238397.99,117697.45
,OFFICE OF INSPECTOR GENERAL,2017,2017Q1,AUDIT  ADVISORY  INVESTIGATION,PERSONNEL COMPENSATION,1436386.53,735557.75
,OFFICE OF INSPECTOR GENERAL,2017,2017Q1,AUDIT  ADVISORY  INVESTIGATION,TRAVEL,250.54,25.5
,OFFICE OF INSPECTOR GENERAL,2017,2017Q1,AUDIT  ADVISORY  INVESTIGATION,OTHER SERVICES,1329,204
,OFFICE OF INSPECTOR GENERAL,2017,2017Q1,AUDIT  ADVISORY  INVESTIGATION,SUPPLIES AND MATERIALS,7809.91,6043.71
,OFFICE OF INSPECTOR GENERAL,2017,2017Q1,AUDIT  ADVISORY  INVESTIGATION,EQUIPMENT,1463.85,1463.85
,OFFICE OF INSPECTOR GENERAL,2017,2017Q1,AUDIT  ADVISORY  INVESTIGATION,AUDIT  ADVISORY  INVESTIGATION TOTALS:,1447239.83,743294.81
,OFFICE OF INSPECTOR GENERAL,2017,2017Q1,AUDIT  ADVISORY  INVESTIGATION,OFFICE TOTALS:,1708139.63,869474.45
,LAW REVISION COUNSEL,2017,2017Q1,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,2807.7,1654.86
,LAW REVISION COUNSEL,2017,2017Q1,ADMIN AND OPS,OTHER SERVICES,30707,28475
,LAW REVISION COUNSEL,2017,2017Q1,ADMIN AND OPS,SUPPLIES AND MATERIALS,11092.89,6616.69
,LAW REVISION COUNSEL,2017,2017Q1,ADMIN AND OPS,EQUIPMENT,11114,10409
,LAW REVISION COUNSEL,2017,2017Q1,ADMIN AND OPS,ADMIN AND OPS TOTALS:,55721.59,47155.55
,LAW REVISION COUNSEL,2017,2017Q1,USC CODIFICATION & MAINTENANCE,PERSONNEL COMPENSATION,1030509.4,521421.37
,LAW REVISION COUNSEL,2017,2017Q1,USC CODIFICATION & MAINTENANCE,USC CODIFICATION & MAINTENANCE TOTALS:,1030509.4,521421.37
,LAW REVISION COUNSEL,2017,2017Q1,USC CODIFICATION & MAINTENANCE,OFFICE TOTALS:,1086230.99,568576.92
,LEGISLATIVE COUNSEL,2017,2017Q1,ADMIN AND OPS,RENT  COMMUNICATION  UTILITIES,16097.04,10166.81
,LEGISLATIVE COUNSEL,2017,2017Q1,ADMIN AND OPS,OTHER SERVICES,6616.65,3969.99
,LEGISLATIVE COUNSEL,2017,2017Q1,ADMIN AND OPS,SUPPLIES AND MATERIALS,3634,-1806.99
,LEGISLATIVE COUNSEL,2017,2017Q1,ADMIN AND OPS,EQUIPMENT,11967.79,8717.05
,LEGISLATIVE COUNSEL,2017,2017Q1,ADMIN AND OPS,ADMIN AND OPS TOTALS:,38315.48,21046.86
,LEGISLATIVE COUNSEL,2017,2017Q1,DRAFTING LEGISLATION,PERSONNEL COMPENSATION,4163523.93,2081468.27
,LEGISLATIVE COUNSEL,2017,2017Q1,DRAFTING LEGISLATION,DRAFTING LEGISLATION TOTALS:,4163523.93,2081468.27
,LEGISLATIVE COUNSEL,2017,2017Q1,DRAFTING LEGISLATION,OFFICE TOTALS:,4201839.41,2102515.13
,INTERPARLIAMENTARY AFFAIRS,2017,2017Q1,SALARIES  OFFICERS & EMPLOYEES,PERSONNEL COMPENSATION,143750,68680.56
,INTERPARLIAMENTARY AFFAIRS,2017,2017Q1,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,1979.19,1225.23
,INTERPARLIAMENTARY AFFAIRS,2017,2017Q1,SALARIES  OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,300,300
,INTERPARLIAMENTARY AFFAIRS,2017,2017Q1,SALARIES  OFFICERS & EMPLOYEES,EQUIPMENT,1140,570
,INTERPARLIAMENTARY AFFAIRS,2017,2017Q1,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,147169.19,70775.79
,INTERPARLIAMENTARY AFFAIRS,2017,2017Q1,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,147169.19,70775.79
,CAO ADVANCED BUSINESS SOLUTION,2017,2017Q1,ATLAS,OTHER SERVICES,564731.07,235620.26
,CAO ADVANCED BUSINESS SOLUTION,2017,2017Q1,ATLAS,ATLAS TOTALS:,564731.07,235620.26
,CAO ADVANCED BUSINESS SOLUTION,2017,2017Q1,HYPERION BUDGET & PLANNING,OTHER SERVICES,302554.3,149091.01
,CAO ADVANCED BUSINESS SOLUTION,2017,2017Q1,HYPERION BUDGET & PLANNING,HYPERION BUDGET & PLANNING TOTALS:,302554.3,149091.01
,CAO ADVANCED BUSINESS SOLUTION,2017,2017Q1,HYPERION BUDGET & PLANNING,OFFICE TOTALS:,867285.37,384711.27
,CLERK OF THE HOUSE,2017,2017Q1,LIMS,OTHER SERVICES,182249.96,75905
,CLERK OF THE HOUSE,2017,2017Q1,LIMS,EQUIPMENT,43108.38,0
,CLERK OF THE HOUSE,2017,2017Q1,LIMS,LIMS TOTALS:,225358.34,75905
,CLERK OF THE HOUSE,2017,2017Q1,ELECTRONIC VOTING SYSTEM,OTHER SERVICES,-24179.78,0
,CLERK OF THE HOUSE,2017,2017Q1,ELECTRONIC VOTING SYSTEM,SUPPLIES AND MATERIALS,20814.06,17556
,CLERK OF THE HOUSE,2017,2017Q1,ELECTRONIC VOTING SYSTEM,EQUIPMENT,157637,110637
,CLERK OF THE HOUSE,2017,2017Q1,ELECTRONIC VOTING SYSTEM,ELECTRONIC VOTING SYSTEM TOTALS:,154271.28,128193
,CLERK OF THE HOUSE,2017,2017Q1,CANNON RENEWAL,TRANSPORTATION OF THINGS,16684,16684
,CLERK OF THE HOUSE,2017,2017Q1,CANNON RENEWAL,OTHER SERVICES,855,0
,CLERK OF THE HOUSE,2017,2017Q1,CANNON RENEWAL,CANNON RENEWAL TOTALS:,17539,16684
,CLERK OF THE HOUSE,2017,2017Q1,CANNON RENEWAL,OFFICE TOTALS:,397168.62,220782
,SERGEANT AT ARMS,2017,2017Q1,SALARIES  OFFICERS & EMPLOYEES,RENT  COMMUNICATION  UTILITIES,13.33,0
,SERGEANT AT ARMS,2017,2017Q1,SALARIES  OFFICERS & EMPLOYEES,PRINTING AND REPRODUCTION,19.2,0
,SERGEANT AT ARMS,2017,2017Q1,SALARIES  OFFICERS & EMPLOYEES,SALARIES  OFFICERS & EMPLOYEES TOTALS:,32.53,0
,SERGEANT AT ARMS,2017,2017Q1,SALARIES  OFFICERS & EMPLOYEES,OFFICE TOTALS:,32.53,0
,SERGEANT AT ARMS,2017,2017Q1,NON - PERSONNEL,TRAVEL,21602.78,17530.04
,SERGEANT AT ARMS,2017,2017Q1,NON - PERSONNEL,RENT  COMMUNICATION  UTILITIES,57926.24,34803.18
,SERGEANT AT ARMS,2017,2017Q1,NON - PERSONNEL,PRINTING AND REPRODUCTION,1242.21,602.81
,SERGEANT AT ARMS,2017,2017Q1,NON - PERSONNEL,OTHER SERVICES,75303.67,44871.67
,SERGEANT AT ARMS,2017,2017Q1,NON - PERSONNEL,SUPPLIES AND MATERIALS,28964.16,12962.35
,SERGEANT AT ARMS,2017,2017Q1,NON - PERSONNEL,EQUIPMENT,51243.3,46854.54
,SERGEANT AT ARMS,2017,2017Q1,NON - PERSONNEL,NON - PERSONNEL TOTALS:,236282.36,157624.59
,SERGEANT AT ARMS,2017,2017Q1,NON - PERSONNEL,OFFICE TOTALS:,236282.36,157624.59
,EMD,2017,2017Q1,OEPPO,OTHER SERVICES,578574.21,568257.21
,EMD,2017,2017Q1,OEPPO,OEPPO TOTALS:,578574.21,568257.21
,EMD,2017,2017Q1,OEPPO,OFFICE TOTALS:,578574.21,568257.21
,CAO IMMEDIATE OFFICE,2017,2017Q1,CONGRESSIONAL TRANSITION,OTHER SERVICES,65519.36,35965.6
,CAO IMMEDIATE OFFICE,2017,2017Q1,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,65519.36,35965.6
,CAO IMMEDIATE OFFICE,2017,2017Q1,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,65519.36,35965.6
,HIR IMMEDIATE OFFICE,2017,2017Q1,CONGRESSIONAL TRANSITION,OTHER SERVICES,69619.2,69619.2
,HIR IMMEDIATE OFFICE,2017,2017Q1,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,69619.2,69619.2
,HIR IMMEDIATE OFFICE,2017,2017Q1,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,69619.2,69619.2
,LGTCS & SUPP IMMEDIATE OFFICE,2017,2017Q1,CONGRESSIONAL TRANSITION,OTHER SERVICES,56881.08,23311.92
,LGTCS & SUPP IMMEDIATE OFFICE,2017,2017Q1,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,56881.08,23311.92
,LGTCS & SUPP IMMEDIATE OFFICE,2017,2017Q1,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,56881.08,23311.92
,FURNISHINGS,2017,2017Q1,CONGRESSIONAL TRANSITION,RENT  COMMUNICATION  UTILITIES,50329,50329
,FURNISHINGS,2017,2017Q1,CONGRESSIONAL TRANSITION,OTHER SERVICES,166252.78,142517.18
,FURNISHINGS,2017,2017Q1,CONGRESSIONAL TRANSITION,SUPPLIES AND MATERIALS,21822.24,15090.04
,FURNISHINGS,2017,2017Q1,CONGRESSIONAL TRANSITION,EQUIPMENT,357366.48,338426.12
,FURNISHINGS,2017,2017Q1,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,595770.5,546362.34
,FURNISHINGS,2017,2017Q1,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,595770.5,546362.34
,PAYROLL AND BENEFITS,2017,2017Q1,CONGRESSIONAL TRANSITION,OTHER SERVICES,222534.96,139526.39
,PAYROLL AND BENEFITS,2017,2017Q1,CONGRESSIONAL TRANSITION,CONGRESSIONAL TRANSITION TOTALS:,222534.96,139526.39
,PAYROLL AND BENEFITS,2017,2017Q1,CONGRESSIONAL TRANSITION,OFFICE TOTALS:,222534.96,139526.39
,NEW MEMBER ORIENTATION,2017,2017Q1,NEW MEMBERS ORIENTATION,TRAVEL,356658.38,31722.54
,NEW MEMBER ORIENTATION,2017,2017Q1,NEW MEMBERS ORIENTATION,RENT  COMMUNICATION  UTILITIES,49736.09,3661.51
,NEW MEMBER ORIENTATION,2017,2017Q1,NEW MEMBERS ORIENTATION,PRINTING AND REPRODUCTION,801,0
,NEW MEMBER ORIENTATION,2017,2017Q1,NEW MEMBERS ORIENTATION,OTHER SERVICES,4000,0
,NEW MEMBER ORIENTATION,2017,2017Q1,NEW MEMBERS ORIENTATION,SUPPLIES AND MATERIALS,89172.39,34339.3
,NEW MEMBER ORIENTATION,2017,2017Q1,NEW MEMBERS ORIENTATION,NEW MEMBERS ORIENTATION TOTALS:,500367.86,69723.35
,NEW MEMBER ORIENTATION,2017,2017Q1,NEW MEMBERS ORIENTATION,OFFICE TOTALS:,500367.86,69723.35
,TECHNOLOGY INFRASTRUCTURE,2017,2017Q1,FEDERAL OFFICE BUILDING 8,RENT  COMMUNICATION  UTILITIES,2695.28,395.28
,TECHNOLOGY INFRASTRUCTURE,2017,2017Q1,FEDERAL OFFICE BUILDING 8,FEDERAL OFFICE BUILDING 8 TOTALS:,2695.28,395.28
,TECHNOLOGY INFRASTRUCTURE,2017,2017Q1,FEDERAL OFFICE BUILDING 8,OFFICE TOTALS:,2695.28,395.28
,LGTCS & SUPP IMMEDIATE OFFICE,2017,2017Q1,CANNON RENEWAL,OTHER SERVICES,72840.25,72840.25
,LGTCS & SUPP IMMEDIATE OFFICE,2017,2017Q1,CANNON RENEWAL,CANNON RENEWAL TOTALS:,72840.25,72840.25
,LGTCS & SUPP IMMEDIATE OFFICE,2017,2017Q1,CANNON RENEWAL,OFFICE TOTALS:,72840.25,72840.25
,LIFE CYCLE REPLACEMENT,2017,2017Q1,PROJECT MANAGEMENT,OTHER SERVICES,39235.35,39235.35
,LIFE CYCLE REPLACEMENT,2017,2017Q1,PROJECT MANAGEMENT,PROJECT MANAGEMENT TOTALS:,39235.35,39235.35
,LIFE CYCLE REPLACEMENT,2017,2017Q1,COMMUNICATIONS,EQUIPMENT,113584.76,99627.5
,LIFE CYCLE REPLACEMENT,2017,2017Q1,COMMUNICATIONS,COMMUNICATIONS TOTALS:,113584.76,99627.5
,LIFE CYCLE REPLACEMENT,2017,2017Q1,COMMUNICATIONS EQUIPMENT,RENT  COMMUNICATION  UTILITIES,203834,132999.3
,LIFE CYCLE REPLACEMENT,2017,2017Q1,COMMUNICATIONS EQUIPMENT,OTHER SERVICES,173853.05,113287.79
,LIFE CYCLE REPLACEMENT,2017,2017Q1,COMMUNICATIONS EQUIPMENT,SUPPLIES AND MATERIALS,3409.04,0
,LIFE CYCLE REPLACEMENT,2017,2017Q1,COMMUNICATIONS EQUIPMENT,EQUIPMENT,150345,150345
,LIFE CYCLE REPLACEMENT,2017,2017Q1,COMMUNICATIONS EQUIPMENT,COMMUNICATIONS EQUIPMENT TOTALS:,531441.09,396632.09
,LIFE CYCLE REPLACEMENT,2017,2017Q1,COMMUNICATIONS EQUIPMENT,OFFICE TOTALS:,684261.2,535494.94
,CHIEF ADMIN OFCR OF THE HOUSE,2017,2017Q1,WOUNDED WARRIOR EXPENSES,TRAVEL,27803.91,0
,CHIEF ADMIN OFCR OF THE HOUSE,2017,2017Q1,WOUNDED WARRIOR EXPENSES,RENT  COMMUNICATION  UTILITIES,542.93,0
,CHIEF ADMIN OFCR OF THE HOUSE,2017,2017Q1,WOUNDED WARRIOR EXPENSES,PRINTING AND REPRODUCTION,2223.19,0
,CHIEF ADMIN OFCR OF THE HOUSE,2017,2017Q1,WOUNDED WARRIOR EXPENSES,OTHER SERVICES,60,0
,CHIEF ADMIN OFCR OF THE HOUSE,2017,2017Q1,WOUNDED WARRIOR EXPENSES,SUPPLIES AND MATERIALS,160,0
,CHIEF ADMIN OFCR OF THE HOUSE,2017,2017Q1,WOUNDED WARRIOR EXPENSES,WOUNDED WARRIOR EXPENSES TOTALS:,30790.03,0
,CHIEF ADMIN OFCR OF THE HOUSE,2017,2017Q1,WOUNDED WARRIOR EXPENSES,PERSONNEL COMPENSATION,212257.51,0
,CHIEF ADMIN OFCR OF THE HOUSE,2017,2017Q1,WOUNDED WARRIOR EXPENSES,WOUNDED WARRIOR EXPENSES TOTALS:,212257.51,0
,CHIEF ADMIN OFCR OF THE HOUSE,2017,2017Q1,WOUNDED WARRIOR EXPENSES,OFFICE TOTALS:,243047.54,0
,HOUSE RECORDING STUDIO,2017,2017Q1,ADMIN (COMM ROOM),OTHER SERVICES,5889.85,5889.85
,HOUSE RECORDING STUDIO,2017,2017Q1,ADMIN (COMM ROOM),SUPPLIES AND MATERIALS,9373.61,0
,HOUSE RECORDING STUDIO,2017,2017Q1,ADMIN (COMM ROOM),EQUIPMENT,43866.98,10156.18
,HOUSE RECORDING STUDIO,2017,2017Q1,ADMIN (COMM ROOM),ADMIN (COMM ROOM) TOTALS:,59130.44,16046.03
,HOUSE RECORDING STUDIO,2017,2017Q1,LIFECYCLE (COMM ROOM),SUPPLIES AND MATERIALS,12205.09,5200.86
,HOUSE RECORDING STUDIO,2017,2017Q1,LIFECYCLE (COMM ROOM),EQUIPMENT,54040.43,9724.37
,HOUSE RECORDING STUDIO,2017,2017Q1,LIFECYCLE (COMM ROOM),LIFECYCLE (COMM ROOM) TOTALS:,66245.52,14925.23
,HOUSE RECORDING STUDIO,2017,2017Q1,LIFECYCLE (COMM ROOM),OFFICE TOTALS:,125375.96,30971.26
,COMMITTEE RENOVATION PROJECT,2017,2017Q1,COMMITTEE BROADCAST ROOM,OTHER SERVICES,73507.71,73507.71
,COMMITTEE RENOVATION PROJECT,2017,2017Q1,COMMITTEE BROADCAST ROOM,EQUIPMENT,1435300.59,1029700.59
,COMMITTEE RENOVATION PROJECT,2017,2017Q1,COMMITTEE BROADCAST ROOM,COMMITTEE BROADCAST ROOM TOTALS:,1508808.3,1103208.3
,COMMITTEE RENOVATION PROJECT,2017,2017Q1,COMMITTEE BROADCAST ROOM,OFFICE TOTALS:,1508808.3,1103208.3
A000374,HON. RALPH ABRAHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1018.3,1018.3
A000374,HON. RALPH ABRAHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,228923.33,228923.33
A000374,HON. RALPH ABRAHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17582.75,17582.75
A000374,HON. RALPH ABRAHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17745.92,17745.92
A000374,HON. RALPH ABRAHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,670.52,670.52
A000374,HON. RALPH ABRAHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6169.85,6169.85
A000374,HON. RALPH ABRAHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2590.4,2590.4
A000374,HON. RALPH ABRAHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,466.2,466.2
A000374,HON. RALPH ABRAHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,275167.27,275167.27
A000374,HON. RALPH ABRAHAM,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,275167.27,275167.27
A000370,HON. ALMA S. ADAMS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,189.84,189.84
A000370,HON. ALMA S. ADAMS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,190417.78,190417.78
A000370,HON. ALMA S. ADAMS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5152.07,5152.07
A000370,HON. ALMA S. ADAMS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20559.84,20559.84
A000370,HON. ALMA S. ADAMS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,773.15,773.15
A000370,HON. ALMA S. ADAMS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6941.07,6941.07
A000370,HON. ALMA S. ADAMS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7572.29,7572.29
A000370,HON. ALMA S. ADAMS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1335.31,1335.31
A000370,HON. ALMA S. ADAMS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,232941.35,232941.35
A000370,HON. ALMA S. ADAMS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,232941.35,232941.35
A000055,HON. ROBERT B. ADERHOLT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,853.89,853.89
A000055,HON. ROBERT B. ADERHOLT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,216684.31,216684.31
A000055,HON. ROBERT B. ADERHOLT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11460.45,11460.45
A000055,HON. ROBERT B. ADERHOLT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19544.06,19544.06
A000055,HON. ROBERT B. ADERHOLT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1158.22,1158.22
A000055,HON. ROBERT B. ADERHOLT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5672.16,5672.16
A000055,HON. ROBERT B. ADERHOLT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1798.55,1798.55
A000055,HON. ROBERT B. ADERHOLT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1685.25,1685.25
A000055,HON. ROBERT B. ADERHOLT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,258856.89,258856.89
A000055,HON. ROBERT B. ADERHOLT,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,258856.89,258856.89
A000371,HON. PETE AGUILAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,205.05,205.05
A000371,HON. PETE AGUILAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,231133.49,231133.49
A000371,HON. PETE AGUILAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19961.69,19961.69
A000371,HON. PETE AGUILAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27288.17,27288.17
A000371,HON. PETE AGUILAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2962.38,2962.38
A000371,HON. PETE AGUILAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5580,5580
A000371,HON. PETE AGUILAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2661.01,2661.01
A000371,HON. PETE AGUILAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2966.79,2966.79
A000371,HON. PETE AGUILAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,292758.58,292758.58
A000371,HON. PETE AGUILAR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,292758.58,292758.58
A000372,HON. RICK W. ALLEN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2622.51,2622.51
A000372,HON. RICK W. ALLEN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,209500.15,209500.15
A000372,HON. RICK W. ALLEN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3516.13,3516.13
A000372,HON. RICK W. ALLEN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16289.4,16289.4
A000372,HON. RICK W. ALLEN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,508.37,508.37
A000372,HON. RICK W. ALLEN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10355,10355
A000372,HON. RICK W. ALLEN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2394.58,2394.58
A000372,HON. RICK W. ALLEN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,370.46,370.46
A000372,HON. RICK W. ALLEN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,245556.6,245556.6
A000372,HON. RICK W. ALLEN,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,245556.6,245556.6
A000367,HON. JUSTIN A. AMASH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,13.67,13.67
A000367,HON. JUSTIN A. AMASH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,230281.07,230281.07
A000367,HON. JUSTIN A. AMASH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4765.56,4765.56
A000367,HON. JUSTIN A. AMASH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22954.11,22954.11
A000367,HON. JUSTIN A. AMASH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7100,7100
A000367,HON. JUSTIN A. AMASH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,949.63,949.63
A000367,HON. JUSTIN A. AMASH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1219.99,1219.99
A000367,HON. JUSTIN A. AMASH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,267284.03,267284.03
A000367,HON. JUSTIN A. AMASH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,267284.03,267284.03
A000369,HON. MARK E. AMODEI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,91.16,91.16
A000369,HON. MARK E. AMODEI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,212941.09,212941.09
A000369,HON. MARK E. AMODEI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8085.25,8085.25
A000369,HON. MARK E. AMODEI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,26148.3,26148.3
A000369,HON. MARK E. AMODEI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,383.3,383.3
A000369,HON. MARK E. AMODEI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15630,15630
A000369,HON. MARK E. AMODEI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3156.22,3156.22
A000369,HON. MARK E. AMODEI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,572.4,572.4
A000369,HON. MARK E. AMODEI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,267007.72,267007.72
A000369,HON. MARK E. AMODEI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,267007.72,267007.72
A000375,HON. JODEY C. ARRINGTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,653.02,653.02
A000375,HON. JODEY C. ARRINGTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,176660.22,176660.22
A000375,HON. JODEY C. ARRINGTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11545.87,11545.87
A000375,HON. JODEY C. ARRINGTON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20375.71,20375.71
